candidate_order,grid_ordinal,batch_id,method,e,bh,trw,k,w,m,entry_fill_mode,entry_execution_policy,entry_slippage,speed_window_bars,baseline_sampling_policy,combo_id,strategy_id,exit_mode,speed_exit_enabled,rebound_exit_enabled,train_trade_count,train_return,train_return_excluding_gap_spanning_trades,train_avg_trade,train_max_drawdown,gap_spanning_trade_count,high_single_bar_share_ge_0p8_count,signal_single_bar_share_median,signal_single_bar_share_p95,synthetic_signal_trade_count,segment_end_exit_count,rebound_exit_count,speed_exit_count,scenario_1_qualified,scenario_2_qualified,scenario_3_qualified,qualified_scenario_count,scenario_schema_id,scenario_selection_mode,train_max_drawdown_abs,source_campaign_id,source_stage_id,source_stage_root,source_plan_fingerprint,source_stage_key,scenario_3_qualified_segment_count,scenario_3_failed_segment_ids,train_cost_adjusted_return,train_cost_adjusted_avg_trade,train_cost_adjusted_max_drawdown,train_cost_adjusted_max_drawdown_abs,round_trip_cost_bps,estimated_total_commission_quote,estimated_total_slippage_quote,estimated_total_cost_quote,cost_quote_currency,cost_model_id,estimated_total_commission_krw,estimated_total_slippage_krw,estimated_total_cost_krw,waited_entry_count,maximum_entry_wait_bars,holding_bar_distance_median,holding_bar_distance_p95,scenario_3_cost_adjusted_return_rank,scenario_3_gross_return_rank,scenario_3_total_return_rank,scenario_3_diagnostic_rank,e_family,bh_family,selection_role,previous_test_evaluation
74,4,batch_00001,rolling_tr_sum,169,612,24,1.6,16,2.0,calculated_threshold,wait_next_real_trade,0.0,308,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s308_rx1_e169_bh612_trw24_k1p6_w16_m2_383015ad03,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,34,0.3753339274220737,0.0969354906317461,0.0096473770151066,-0.0382845801417669,7,1,0.190842067862851,0.4914473684210242,20,0,18,16,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0382845801417669,v4_4_positive_entry_signal_repair_20260805,continuation_round_97_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_97_ai_adaptive_grid_all_window,5dc958239c0e7368433bde6039d1dcf1c1f266a4ce1c1677265001970fdf469f,v4_4_positive_entry_signal_repair_20260805::continuation_round_97_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.3588944629705566,0.0092905106556596,-0.041040208775415,0.041040208775415,3.568663594470046,295126.80000000005,376278.0,671404.8,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,295126.80000000005,376278.0,671404.8,0,0,385.5,1735.8999999999985,,,,10302.0,,,training_multimetric_new_exact,False
75,3202,batch_00267,rolling_tr_sum,320,240,18,1.075,6,4.5,calculated_threshold,wait_next_real_trade,0.0,330,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s330_rx1_e320_bh240_trw18_k1p075_w6_m4p5_7474590c77,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,103,0.5846329215024848,0.0489525856007451,0.0046655290074162,-0.1427734373417825,28,2,0.1926605504587137,0.4756519102486305,61,0,31,72,True,True,False,2,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1427734373417825,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,2,market_03,0.5276739756664546,0.0043086626479692,-0.1486147611156825,0.1486147611156825,3.568663594470046,894060.6000000001,1139901.0,2033961.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,894060.6000000001,1139901.0,2033961.6,0,0,518.0,1496.7999999999988,,,,102.0,,,training_multimetric_new_exact,False
76,2118,batch_00177,rolling_tr_sum,320,170,11,1.4,5,3.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e320_bh170_trw11_k1p4_w5_m3p5_83ddc6c2f9,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,140,0.7411148495411082,0.0308524906857203,0.0041573556144262,-0.1516402725743556,31,3,0.211985328007377,0.6092704849499386,80,0,86,54,False,True,False,1,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1516402725743556,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,1,market_01|market_03,0.6565612352151129,0.0038004892549793,-0.1619236251477108,0.1619236251477108,3.568663594470046,1215228.0,1549380.0,2764608.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1215228.0,1549380.0,2764608.0,1,1,426.0,1254.5499999999995,,,,1956.0,,,training_multimetric_new_exact,False
77,27,batch_00004,rolling_tr_sum,680,72,32,2.2,6,0.5,calculated_threshold,wait_next_real_trade,0.0,48,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s48_rx1_e680_bh72_trw32_k2p2_w6_m0p5_b31111e514,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,20,0.0270079421635955,0.0270079421635955,0.0013357021010261,-0.0021834692523724,0,2,0.1396959552093433,1.0,15,0,19,1,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0021834692523724,v4_4_positive_entry_signal_repair_20260805,continuation_round_52_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_52_ai_adaptive_grid_all_window,c81a80e7b6687d20c3898ade94bc78982db36b3a7c1b264c88d15d3840511c75,v4_4_positive_entry_signal_repair_20260805::continuation_round_52_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.0197123258990432,0.0009788357415791,-0.002743348400961,0.002743348400961,3.568663594470046,173604.0,221340.0,394944.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,173604.0,221340.0,394944.0,1,2,12.0,58.45000000000003,,,,19742.0,,,training_multimetric_new_exact,False
78,10,batch_00002,rolling_tr_sum,320,170,11,1.4,6,4.251,calculated_threshold,wait_next_real_trade,0.0,96,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s96_rx1_e320_bh170_trw11_k1p4_w6_m4p251_269a8170ff,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,228,0.6864198794688778,0.4681103812332272,0.0023524478262965,-0.0326250877255833,14,8,0.2106139213143161,0.6746762639482027,141,0,30,198,False,True,False,1,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0326250877255833,v4_4_positive_entry_signal_repair_20260805,continuation_round_100_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_100_ai_adaptive_grid_all_window,1e94b22e13162fa2457968f51b99030fae16267b18279619181831db3b4d1bae,v4_4_positive_entry_signal_repair_20260805::continuation_round_100_ai_adaptive_grid_all_window,2,market_01,0.5548973922210279,0.0019955814668495,-0.0381453382664649,0.0381453382664649,3.568663594470046,1979085.6,2523276.0,4502361.600000001,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1979085.6,2523276.0,4502361.600000001,3,8,144.0,398.54999999999984,,,,26.0,,,training_multimetric_new_exact,False
79,2542,batch_00212,rolling_tr_sum,320,190,11,1.4,6,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e320_bh190_trw11_k1p4_w6_m4p5_bd497f3ca4,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,113,0.8181245419150196,0.021479142674861,0.0055409578158455,-0.1470531914133656,34,3,0.2045454545454436,0.4806881243063222,67,1,35,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1470531914133656,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.746608785382384,0.0051840914563985,-0.1537736121654098,0.1537736121654098,3.568663594470046,980862.6,1250571.0,2231433.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,980862.6,1250571.0,2231433.6,1,1,579.0,1578.0,,,,9636.0,,,training_multimetric_new_exact,False
80,3,batch_00001,rolling_tr_sum,480,480,12,1.26,6,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e480_bh480_trw12_k1p26_w6_m4p5_a608c49c0a,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,106,0.7132017717806645,0.0013639118766108,0.0053428946406478,-0.154928989840241,35,4,0.210878269017801,0.5817920918367345,58,1,35,70,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.154928989840241,v4_4_positive_entry_signal_repair_20260805,continuation_round_03_bh_expansion_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_03_bh_expansion_all_window,ac535bc34c9bfacaad78eea5e759a33aa9dbd38de2979de37c9c7c9af6f00cd6,v4_4_positive_entry_signal_repair_20260805::continuation_round_03_bh_expansion_all_window,0,market_01|market_02|market_03,0.6498955170173646,0.0049860282812008,-0.1621886464703273,0.1621886464703273,3.568663594470046,920101.2,1173102.0,2093203.2,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,920101.2,1173102.0,2093203.2,1,1,567.0,1621.75,,,,9881.0,5.0,5.0,training_multimetric_new_exact,False
81,22,batch_00003,rolling_tr_sum,480,189,12,1.26,7,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e480_bh189_trw12_k1p26_w7_m4p5_a6de80214e,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,114,0.817879018836194,-0.0034934391871473,0.0054944269338429,-0.1497937401022426,35,3,0.20521390374331,0.488214926265432,65,1,36,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1497937401022426,v4_4_positive_entry_signal_repair_20260805,continuation_round_52_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_52_ai_adaptive_grid_all_window,c81a80e7b6687d20c3898ade94bc78982db36b3a7c1b264c88d15d3840511c75,v4_4_positive_entry_signal_repair_20260805::continuation_round_52_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.7457493857701327,0.0051375605743959,-0.1567945451537138,0.1567945451537138,3.568663594470046,989542.8,1261638.0,2251180.8000000003,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,989542.8,1261638.0,2251180.8000000003,2,1,587.5,1560.1,,,,9637.0,,,training_multimetric_new_exact,False
82,12,batch_00002,rolling_tr_sum,160,612,24,1.6,16,2.0,calculated_threshold,wait_next_real_trade,0.0,308,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s308_rx1_e160_bh612_trw24_k1p6_w16_m2_b1ce3d428e,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,34,0.3750954265772694,0.0971296687004847,0.0096417430775399,-0.0382845801417669,7,1,0.190842067862851,0.4914473684210242,20,0,18,16,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0382845801417669,v4_4_positive_entry_signal_repair_20260805,continuation_round_19_ai_known_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_19_ai_known_grid_all_window,fedd7ee587d2cb819700591b3c5e84e9c78fcce8a085cae134b8a148dfdd8a3b,v4_4_positive_entry_signal_repair_20260805::continuation_round_19_ai_known_grid_all_window,0,market_01|market_02|market_03,0.3586587370956635,0.0092848767180929,-0.041040208775415,0.041040208775415,3.568663594470046,295126.80000000005,376278.0,671404.8,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,295126.80000000005,376278.0,671404.8,0,0,385.5,1735.8999999999985,,,,10303.0,,,training_multimetric_new_exact,False
83,15,batch_00002,rolling_tr_sum,432,240,22,1.0,6,4.5,calculated_threshold,wait_next_real_trade,0.0,330,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s330_rx1_e432_bh240_trw22_k1_w6_m4p5_214d6531a3,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,92,0.5776173033463652,0.0837576912242872,0.0051526989748577,-0.1089790402230199,26,2,0.1820842751985139,0.4738578680203109,56,0,27,65,True,True,False,2,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1089790402230199,v4_4_positive_entry_signal_repair_20260805,continuation_round_31_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_31_ai_adaptive_grid_all_window,7853167f70ee976326da8a425b32544dd8fec2805f066cef99be98bd618cd3e6,v4_4_positive_entry_signal_repair_20260805::continuation_round_31_ai_adaptive_grid_all_window,2,market_03,0.5268923943364836,0.0047958326154107,-0.1141225401079202,0.1141225401079202,3.568663594470046,798578.4,1018164.0,1816742.4,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,798578.4,1018164.0,1816742.4,1,2,516.5,1381.8000000000002,,,,104.0,,,training_multimetric_new_exact,False
84,1,batch_00001,rolling_tr_sum,480,171,12,1.26,6,3.75,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e480_bh171_trw12_k1p26_w6_m3p75_4a6d5de013,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,125,0.7274938961359672,0.0033829052650253,0.0045875777068191,-0.1538789181652357,32,4,0.212014134275617,0.5850553810548088,71,1,64,60,False,True,False,1,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1538789181652357,v4_4_positive_entry_signal_repair_20260805,continuation_round_11_m_contraction_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_11_m_contraction_all_window,3bd7522ad391280db9c9dbd5703b9d13f8a809ac725c2620f796670baced459f,v4_4_positive_entry_signal_repair_20260805::continuation_round_11_m_contraction_all_window,1,market_01|market_03,0.6524208933574154,0.0042307113473721,-0.1629416757035502,0.1629416757035502,3.568663594470046,1085025.0,1383375.0,2468400.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1085025.0,1383375.0,2468400.0,2,1,505.0,1389.0,,,,1957.0,,,training_multimetric_new_exact,False
85,27,batch_00004,rolling_tr_sum,680,72,32,2.2,6,0.5,calculated_threshold,wait_next_real_trade,0.0,49,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s49_rx1_e680_bh72_trw32_k2p2_w6_m0p5_430186be85,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,20,0.0270079421635955,0.0270079421635955,0.0013357021010261,-0.0021834692523724,0,2,0.1396959552093433,1.0,15,0,19,1,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0021834692523724,v4_4_positive_entry_signal_repair_20260805,continuation_round_40_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_40_ai_adaptive_grid_all_window,e7437b5cd151457fadaa3064bce5a16971849fdb885accb67420cdfce54a30a5,v4_4_positive_entry_signal_repair_20260805::continuation_round_40_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.0197123258990432,0.0009788357415791,-0.002743348400961,0.002743348400961,3.568663594470046,173604.0,221340.0,394944.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,173604.0,221340.0,394944.0,1,2,12.0,58.45000000000003,,,,19743.0,,,training_multimetric_new_exact,False
86,133,batch_00017,rolling_tr_sum,84,228,5,1.2,48,1.5,calculated_threshold,wait_next_real_trade,0.0,54,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s54_rx1_e84_bh228_trw5_k1p2_w48_m1p5_142a1840e1,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,812,0.6174848613811355,0.4672709793559921,0.0006186740437601,-0.0974267639314691,24,46,0.3716117216117231,0.8169086021505523,351,1,257,554,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0974267639314691,v4_4_positive_entry_signal_repair_20260805,continuation_round_48_ai_generated_leap_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_48_ai_generated_leap_all_window,ef9ad918fe4111bfb7f07cc7d4e3454fc21ad5e105d93603fa33c3e8e4690ac7,v4_4_positive_entry_signal_repair_20260805::continuation_round_48_ai_generated_leap_all_window,0,market_01|market_02|market_03,0.2107128342221615,0.0002618076843131,-0.1230354710291113,0.1230354710291113,3.568663594470046,7048322.4,8986404.0,16034726.4,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,7048322.4,8986404.0,16034726.4,4,8,73.0,219.79999999999973,,,,11573.0,,,training_multimetric_new_exact,False
87,2219,batch_00185,rolling_tr_sum,320,170,12,1.25,6,4.5,calculated_threshold,wait_next_real_trade,0.0,390,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s390_rx1_e320_bh170_trw12_k1p25_w6_m4p5_8276ff2b89,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,117,0.8191218517806842,0.0048997335657674,0.0053563912246648,-0.1489873448786718,35,4,0.212014134275617,0.5126098901098814,68,1,39,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1489873448786718,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7450739398046233,0.0049995248652178,-0.1559944908568633,0.1559944908568633,3.568663594470046,1015583.4,1294839.0,2310422.4,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1015583.4,1294839.0,2310422.4,1,1,583.0,1579.6,,,,9639.0,,,training_multimetric_new_exact,False
88,1798,batch_00150,rolling_tr_sum,240,240,12,1.25,6,4.5,calculated_threshold,wait_next_real_trade,0.0,395,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s395_rx1_e240_bh240_trw12_k1p25_w6_m4p5_2e0e20e1bb,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,117,0.7099866159952535,-0.0318165433701346,0.0048321665101566,-0.157452579969218,36,3,0.2027027027027002,0.5009900990098621,65,1,38,78,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.157452579969218,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.6403445578868205,0.0044753001507096,-0.1646912518592239,0.1646912518592239,3.568663594470046,1015583.4,1294839.0,2310422.4,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1015583.4,1294839.0,2310422.4,0,0,584.0,1594.1999999999996,,,,9907.0,3.0,3.0,training_multimetric_new_exact,False
89,2423,batch_00202,rolling_tr_sum,320,180,10,1.55,6,4.5,calculated_threshold,wait_next_real_trade,0.0,390,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s390_rx1_e320_bh180_trw10_k1p55_w6_m4p5_ccf367ff8a,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,112,0.8153877394867328,0.0211330114500538,0.0055750414613124,-0.1464282730619684,34,3,0.2045983086680727,0.4709133126935018,66,1,34,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1464282730619684,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7446014197848174,0.0052181751018654,-0.153153377629018,0.153153377629018,3.568663594470046,972182.4,1239504.0,2211686.4,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,972182.4,1239504.0,2211686.4,1,1,584.5,1580.25,,,,9641.0,,,training_multimetric_new_exact,False
90,4,batch_00001,rolling_tr_sum,163,612,24,1.6,16,2.0,calculated_threshold,wait_next_real_trade,0.0,308,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s308_rx1_e163_bh612_trw24_k1p6_w16_m2_a38283984e,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,34,0.3750573831272992,0.0970993154632802,0.009640933420998,-0.0382845801417669,7,1,0.190842067862851,0.4914473684210242,20,0,18,16,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0382845801417669,v4_4_positive_entry_signal_repair_20260805,continuation_round_85_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_85_ai_adaptive_grid_all_window,d7a9c6bce5a7d350a8efc8d1184ecca637db902df46af7e2b45865ab3037a969,v4_4_positive_entry_signal_repair_20260805::continuation_round_85_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.3586211348977679,0.009284067061551,-0.041040208775415,0.041040208775415,3.568663594470046,295126.80000000005,376278.0,671404.8,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,295126.80000000005,376278.0,671404.8,0,0,385.5,1735.8999999999985,,,,10304.0,,,training_multimetric_new_exact,False
91,1914,batch_00160,rolling_tr_sum,300,240,18,1.25,6,4.5,calculated_threshold,wait_next_real_trade,0.0,330,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s330_rx1_e300_bh240_trw18_k1p25_w6_m4p5_bb6eaa0fa5,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,89,0.5759189795817576,0.0791248042873637,0.0053143888586201,-0.1058070844511729,26,2,0.1830985915492887,0.4802953391785959,56,0,25,64,True,True,False,2,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1058070844511729,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,2,market_03,0.5268821797304493,0.0049575224991731,-0.1107358808347851,0.1107358808347851,3.568663594470046,772537.8,984963.0,1757500.8,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,772537.8,984963.0,1757500.8,1,2,525.0,1426.1999999999991,,,,105.0,,,training_multimetric_new_exact,False
